id,name,description,uid,data,activity_classification_id,topic_id,created_at,updated_at,flags
206,Summative Assessment 1-3 Test,"",jdYD9-enQE4gYaWQsDvyFA,"""body""=>""--- ''
"", ""instructions""=>""--- ''
""",1,36,2014-09-30 19:14:20.963098,2014-10-08 19:22:05.302265,{archived}
208,a,b,1uELkhOyBbwxBKiT7ImUNw,"""body""=>""--- ''
"", ""instructions""=>""--- ''
""",1,18,2014-09-30 19:15:11.626594,2014-10-08 19:22:29.775073,{archived}
209,women coders,women coders,nc7Gb0waXTwDVIPdtybocA,"""body""=>""--- ''
"", ""instructions""=>""--- ''
""",1,63,2014-10-02 00:42:42.958796,2014-10-08 19:22:44.119114,{archived}
15,Passage Proofreading: America Used to be a Different Place (History),Proofread a passage using correct capitalization for four names and dates.,lUCWYQdMOO0V6vLH38xqWA,"""body""=>""--- \""America used to be a very different place for women. They had very different
  lives than men. With the help of people like {+Susan B. Anthony,-susan b. anthony,|43}
  women were given more rights. For example, on {+August 18th, 1920,-august 18th,
  1920,|42} women were given the right to vote.\\r\\n\\r\\nOther women worked hard as
  political figures in America’s history. {+Shirley Chisholm-shirley chisholm|43}
  was the first African American woman elected to congress. She was also the first
  woman to run for presidency on {+January 25th, 1972.-january 25th, 1972.|42} Although
  she didn’t become president, she is remembered as a civil rights figure for both
  African American people and for women. \\r\\n\\r\\nThese women have helped make America
  a better place than it was before. In what ways can America become even better?\""
"", ""instructions""=>""--- <br>Rewrite the following passage by capitalizing all the dates and names of people.<br><br>
...
""",1,18,2013-09-16 21:26:14.765994,2014-09-09 18:54:49.611957,{production}
196,DESTROY THIS,"",7U7oSGKW5r1_rkIiwABslg,"""body""=>""--- ''
"", ""instructions""=>""--- ''
""",1,45,2014-06-16 21:04:21.441736,2014-10-08 19:18:45.161608,{archived}
195,Putting the World in Perspective: The Apollo 8 Photograph (History),Proofread a passage correcting any mistakes with prepositional phrases.,mkY_vBSfNQ049vzgYppAtg,"""body""=>""--- \""The year was 1968, and the world was looking for good news. Both America and
  the USSR had been unable to send a man to the Moon. {+Despite-With / Despite|124}
  all the failed attempts to get to the Moon, America had not given up yet. America
  launched the Apollo 8 mission, a mission designed to send a man close to the Moon
  and safely get him back to earth.\\r\\n\\r\\nWhen the Apollo 8 rocket was {+between-in
  / between|122} the Earth and the Moon, the crew was able to record a live TV program
  that they sent to earth. At the time when the program was being shown, it was the
  most watched program {+in-on / in|123} the history of television. The Apollo 8 rocket
  needed to get in the right position to fly back to Earth, so they had to orbit {+around-in
  / around|124} the Moon until they were ready. While the rocket was orbiting the
  Moon, one of the crew members looked out and saw the Earth {+through-through / over|123}
  a window. He put his camera lens {+on-on / around|123} the glass and took one of
  the most famous photos in history. The picture showed the Earth rising {+above-below
  / above|124} the Moon, and it showed just how small and fragile our planet looks
  out {+in-on / in|123} space.\\r\\n\\r\\nWhen the Apollo 8 crew landed safely back on
  Earth, they became heroes. They were the first crew to fly {+near-on / near|124}
  the Moon, and the photograph they took showed the Earth in a whole new light. All
  the way out in space, the Earth looks so tiny and delicate, and people realized
  we needed to take care of our planet. The Apollo 8 photograph is credited with starting
  the environmental movement in America.\""
"", ""instructions""=>""--- Rewrite the following story by choosing the correct prepositional phrase from
  the parentheses below.<br><br> Remember to delete the parentheses before clicking
  the submit button.
...
""",1,30,2014-06-13 00:37:41.682014,2014-10-08 19:19:08.332573,{archived}
51,Passage Proofreading: Anything You Can Do I Can Do Better! (Fiction),Proofread a passage correctly using comparative and superlative adjectives.,h3sGPjz1IkIgl3ODIozsUg,"""body""=>""--- \""\\\""Do you really think that Jonah is {+faster-(fast)|156} than Greg?\\\""\\r\\n\\r\\n\\\""Jonah
  is the {+fastest-(fast)|158} kid in the whole 8th grade. I am sure Greg is {+slower-(slow)|156}
  than Jonah.\\\""\\r\\n\\r\\n\\\""Well, Greg is a {+higher-(high)|156} jumper than Jonah, that's
  for sure.\\\""\\r\\n\\r\\n\\\""Of course he can.  Greg is the {+tallest-(tall)|158} boy in
  school. His legs are so long, his jumps are naturally {+higher-(high)|156} than
  anybody else's!\\\""\\r\\n\\r\\n\\\""Courtney is a pretty good athlete as well. Do you think
  she is a {+faster-(fast)|156} runner than you?\\\""\\r\\n\\r\\n\\\""Hmm. Probably. Courtney
  is also {+lighter-(light)|156} than me, so she can run forever!\\\""\\r\\n\\r\\n\\\""We should
  pick a sport to practice as well. I want to learn an easy sport first.\\\""\\r\\n\\r\\n\\\""Well,
  I think tennis is {+easier-(easy)|157} than most other sports. Even though it's
  not the {+easiest-(easy)|159} sport of them all, I still want to give it a go!\\\""\\r\\n\\r\\n\\\""Why
  not? Let's give it a shot!\\\""\""
"", ""instructions""=>""--- <br>Replace the words in parentheses with their comparative or superlative forms.<br><br>
...
""",1,38,2013-10-14 18:43:47.566805,2014-09-10 17:14:18.627288,{production}
47,Passage Proofreading: Jade Meets a Moose (Fiction),"Proofread a passage to make sure that ""at,"" ""in"" and ""on"" are correctly used.",XlObkXwe9o8PV9bllW5I0w,"""body""=>""--- \""One Saturday evening, Jade had missed a turn on her way to a friend's house.
  She had only been driving for a couple of months and was still a little nervous
  sitting {+in-(in / on)|38} the driver's seat. Moreover, driving {+in-(at / in)|37}
  the winter was harder because of all the snow on the road.\\r\\n\\r\\nAfter Jade turned
  around, she noticed a giant moose {+in-(in / on)|38} the middle of the road. She
  stopped {+at-(at / on)|36} a stop sign, and then waited for him to move out of the
  way. However, the moose just lay {+on-(in / on)|40} the pavement. Jade was supposed
  to meet her friend {+at-(at / on)|35} 6:00, but it seemed like the moose had other
  plans.\\r\\n\\r\\nJade honked her horn, and tried yelling at the moose from her car,
  but the moose wouldn't budge. Suddenly, as Jade was about to give up, the moose
  stood up, snorted, and trotted into the forest. Relieved, Jade finished driving
  to her friend's house. {+On-(At / On)|39} Monday, the two friends told their teacher
  all about the moose.\""
"", ""instructions""=>""--- Rewrite the following story by choosing the correct preposition from inside the
  parentheses.<br><br> Make sure to delete the parentheses before clicking the submit
  button.
...
""",1,6,2013-09-24 22:06:15.142731,2014-09-09 18:51:14.471075,{production}
197,Todd Gets a New Bike,"",_ANnlw2shZTm-iISWmU2lQ,"""body""=>""--- \""Todd had been waiting for this day for a {+long-longest|156} time.  It had been
  three months since his mother had accidentally drove over his bike after he left
  it in the driveway.  Even worse, it had happened at the beginning of the summer.
  \\ His friends would ask, “Todd, want to go ride down to the lake with us{+?”-”?|164}\\r\\n\\r\\nTodd
  would answer, “No, but I will try to get a car ride {+there-their|213} from my brother.”\\r\\n\\r\\nTodd
  watched his dad pay for the new bike {+at-on|36} the cash register.  He {+knew-knowed|78}
  those days of waiting for car rides and missing out on fun were over.  He would
  have a shiny, fast, new bike.  Better yet, he was getting it just in time for the
  new school year, so he would be able to skip the bus and bike to school with his
  best friend, Jim.\\r\\n\\r\\n“Dad, may I ride my new bike home?” Todd asked.\\r\\n\\r\\n“Ok,
  but make sure you wear {+your-you’re|131} helmet” {+Todd's-Todds|12} father responded.\\r\\n\\r\\n“Always!”
  Todd yelled, already pedaling his bike away.\\r\\n\\r\\nIt was only a short ride back
  to his home from the bike shop, so Todd decided he would take a longer route.  {+That-Which|110}
  way he would get to spend some extra time on his new bike.  Todd started riding
  faster and faster, getting further and further away from his home, until suddenly,
  he realized he was lost.  Very lost.\\r\\n\\r\\nTodd began to get worried, but then
  he saw that he was near his neighborhood’s sledding hill.  While he didn’t know
  how to get home from there, he did know that the top of it offered a splendid view
  of the entire town.  \\r\\n\\r\\n{+Todd-todd|134} was gasping as he finally reached
  to top of the hill, but he quickly realized it was worth the hard ride up.  He could
  just barely see his neighbor's distinct purple roof, poking above the treetops.
  \\ He knew that if he rode towards that, his house would be just across the street.
  \\ Todd smiled triumphantly as he took off on his new bike and pedaled home.\""
"", ""instructions""=>""--- ''
""",1,53,2014-06-16 21:05:39.420774,2014-10-08 19:19:21.588048,{archived}
210,we can do this,a,kM614ds7KCAHS0JP9X61dA,"""body""=>""--- ''
"", ""instructions""=>""--- ''
""",1,21,2014-10-02 01:07:34.275396,2014-10-08 19:23:09.009042,{archived}
207,Summative Assessment 1-3 Test,a,MpwcxRbopr24wCJONy0oPg,"""body""=>""--- ''
"", ""instructions""=>""--- ''
""",1,57,2014-09-30 19:14:39.591529,2014-10-08 19:24:06.093236,{archived}
194,The Princes and the Turtle (Mythology),Proofread a passage and correct any grammatical mistakes.,OSvrQ6eXphqI-klYKGbXsQ,"""body""=>""--- \""There was once a king who lived in a palace near a lake, where his two sons loved
  to swim and sail. One day, his sons came running back to the palace, terrified.
  “Father,\\\"" {+they-he|145} cried, \\\""we saw a monster on the shore of the lake! A
  demon made of stone who is able to move! It was terrible{+!\\\""-\\\""!|135}\\r\\n\\r\\nThe
  so-called demon was really only a turtle, but the princes had never seen a turtle
  before. {+To-Too|126} calm their fears, the king ordered his servants to go capture
  the demon and bring it to the palace. When they had done so, he ordered them to
  kill the demon.\\r\\n\\r\\n\\\""We should throw it into the fire!\\\"" shouted one of the
  princes.\\r\\n\\r\\n\\\""We should smash it with a hammer!\\\"" shouted the other prince.\\r\\n\\r\\nThe
  {+king's-kings|12} advisers also shouted out their various proposals. Finally, the
  king's oldest adviser proclaimed, \\\""I think we should drown the creature by throwing
  it into the deepest part of the lake!\\\""\\r\\n\\r\\nAt this point, the turtle spoke up
  in a quavering voice. \\\""Oh no,\\\"" he cried, \\\""not into the lake! Not into the deep
  waters! I {+don't-dont|98} care if you pound me with {+a-an|29} hammer or throw
  me into the fire, but please, I beg you, don't throw me into the lake!\\\""\\r\\n\\r\\nThe
  princes immediately began chanting, \\\""Into the lake! Into the water! Into the lake!
  Into the water!\\\"" The king then ordered the {+servants-servant’s|12} to go throw
  the creature at once into the lake where the waters were deepest.\\r\\n\\r\\nThe turtle
  shrieked the whole way, pretending to be afraid. The servants, as ordered, hurled
  him into the deep end of the lake. The turtle then plunged down into the depths
  of the water, laughing happily to himself. He was glad to have escaped with his
  life and vowed never to come near humans again.\\r\\n\""
"", ""instructions""=>""--- 'Find and correct the seven grammatical mistakes in the passage. '
""",1,34,2014-06-13 00:34:01.802458,2014-10-08 19:19:53.720962,{archived}
23,Passage Proofreading: Icarus's Flight (Mythology),Proofread a passage correcting eleven words that are not in their irregular past tense form.,G-yFYFxq1nmrb95fLDhQbw,"""body""=>""--- \""A long time ago, Icarus and his father, Daedalus, were told by their king to
  build a maze. Once it was {+built,-builded,|72} the king had them locked in a cell
  so that no one would know the maze's secret .\\r\\n\\r\\nIn the cell, Icarus and Daedalus
  only received food if they {+wrote-writed|82} down better ideas for the maze. However,
  they did not use all of the food for eating. Whenever birds {+came-comed|73} to
  the cell, Daedalus gave them some food and took some of their feathers. He then
  {+hid-hided|77} the feathers.\\r\\n\\r\\nWhen Daedalus had enough feathers, he {+made-maked|79}
  two sets of wings. Before they used the wings, Daedalus {+sat-sited|81} down and
  {+spoke-speaked|80} to his son, \\\""Icarus, today we will fly from our cell, but don't
  fly too high, because the wax holding the wings together will melt from the sun’s
  heat.\\\"" Icarus nodded, and so they {+went-goed|76} to the window and flew away.\\r\\n\\r\\nAs
  they were flying, Icarus {+did-doed|74} not listen to his father's words. He flew
  too close to the sun, and his wings {+broke-breaked|71} apart. Daedalus {+knew-knowed|78}
  there was nothing he could do to save his son, so he finished his escape alone.\""
"", ""instructions""=>""--- In this story, there are eleven words that need to be rewritten in their correct
  irregular past tense form.<br><br> To rewrite these words, click on them and type
  in the correct answer.
...
""",1,22,2013-09-17 00:51:14.844977,2014-09-09 19:45:25.598225,{production}
73,Passage Proofreading: A Busy Day at the Gift Shop (Fiction),Proofread a passage and find all the misplaced modifiers. ,5P2mpZlcSJd4zFA_H-WwKg,"""body""=>""--- The park's gift shop was very busy yesterday. Almost everyone who visited the
  park bought at least one souvenir. One {+family with matching hats-family|186} bought
  a {+postcard.-postcard with matching hats.|186} They all signed the card and sent
  it to their neighbor. Behind them, an elderly {+man in a leather jacket-man|186}
  purchased some spring water and a new pair of {+glasses.-glasses in a leather jacket.|186}
  There was also a group of students visiting with their teacher. One of the more
  outspoken {+students with dyed hair-students|186} bought her friends some {+snacks.-snacks
  with dyed hair.|186} It was definitely a good day to be at the park.
...
"", ""instructions""=>""--- In this story, each person has a unique description. However, the item they purchased
  is written <i>before</i> their descriptions.<br><br> Edit the text by first writing
  the description after the people (family, students, etc...), and then delete the
  description from the end of the sentence.
...
""",1,49,2013-10-23 21:01:31.179576,2014-09-12 20:21:34.447074,{production}
3,Passage Proofreading:  Lola Meets the Furious Five (Fiction),"Proofread a passage that has eight incorrect common, proper, and possessive nouns.",qvJf7qxhcXZFzh6A3ZUYnA,"""body""=>""--- \""Lola wanted to learn to dance. It started {+yesterday-(Yesterday)|10} when she
  and her friends decided to go see a band. Lola was nervous because she hadn't been
  to a show before. She asked her mom if she should go. Her mom said, {+\\\""Lola,-(\\\""lola,)|11}
  sometimes you have to try new things.\\\"" Lola decided to go with her friends.\\r\\n\\r\\nThe
  show was on {+Saturday,-(saturday,)|11} but Lola was excited all week. She tried
  to take notes in class, but would think about the show constantly. She drew sketches
  of {+guitars-(guitar's)|10} and people dancing on stage in her notebook.\\r\\n\\r\\nSaturday
  finally came. {+Lola's-(Lolas)|12} mom dropped her off at the concert. The {+band's-(bands)|12}
  posters were everywhere and they had set up special lights as well. There was a
  group of dancers performing on the stage. They were sliding, jumping, and popping
  to the music. {+Lola-(lola)|11} had never wanted to dance before, but when she was
  watching the performers on the stage, she wanted to be one of them. Lola's {+dream-(Dream)|10}
  was now to dance on the big stage.\""
"", ""instructions""=>""--- In the passage below, correct the common, proper, and possessive nouns inside
  the parentheses.<br><br>Remember to delete the parentheses before clicking the submit
  button.
...
""",1,7,2013-09-16 02:15:51.34529,2014-09-24 14:35:52.76323,{production}
198,"Passage Proofreading 1.1b, 1.1c & 1.1e—No Parentheses: Anansi Becomes the God of Stories (Mythology)","Proofread a passage correcting 14 errors involving common, proper, and possessive nouns, singular and plural nouns with matching verbs, and use of verbs to convey a sense of past, present, and future.
",9jjC0bIIcntfC-bzBNk-mg,"""body""=>""--- \""A long time ago, there {-was+were|18} no stories in the world. Teachers {-do+did|15}
  not have any books to read to their {-student’s,+students,|10} and parents {-do+did|15}not
  have any tales to tell their children before they went to bed at night. The sky
  god, Nyame, owned all the stories. Anansi decided that he would steal the stories
  from Nyame and bring them down to Earth. Nyame demanded that {-anansi+Anansi|11}
  trade Python, Leopard, and a nest of hornets for her stories. Anansi set off on
  his mission. \\r\\n\\r\\nFirst he met Python. He teased Python by saying, “You’re not
  even as long as a tree branch in the tree where you live!” Python got angry and
  decided to stretch out along the tree branch to prove Anansi wrong. Once {-python+Python|11}
  was {-lay+laying|18} on the branch, Anansi tied him to it and took him to Nyame.\\r\\n\\r\\nAnansi
  ventured into the forest. To catch Leopard, Anansi {-will dig+dug|18} a deep hole
  in the ground. When Leopard fell in the hole, Anansi offered to help him out with
  his spider webs. Leopard {-agrees.+agreed.|15} When Leopard got out of the hole,
  he was tangled in Anansi’s webs and couldn’t get out. Anansi took him to Nyame.\\r\\n\\r\\nAnansi
  {-finds+found|18} a way to catch the hornets. He prepared an empty container, and
  filled it with water. He poured the water over the hornet’s nest and called out,
  “It’s raining! I have a dry container for you!” The hornets quickly {-fly+flew|18}
  into his container and he sealed the opening. Then he took the hornets to Nyame.\\r\\n\\r\\nWhen
  Anansi {-present+presented|18} Nyame with Python, Leopard, and the nest of hornets,
  she {-reward+rewarded|18} him by making him the god of all stories. \\r\\n\\r\\n\""
"", ""instructions""=>""--- Find and correct the 14 errors.
...
""",1,57,2014-08-22 21:37:41.824016,2014-10-08 19:20:46.071333,{archived}
212,test,test,4W0KdRna5YpEVcaZJUHrew,"""body""=>""--- test
...
"", ""instructions""=>""--- test
...
""",1,22,2014-10-06 18:58:15.533695,2014-10-08 19:23:28.459592,{archived}
200,Passage Proofreading: 2. Anansi Becomes the God of Stories (Mythology),"Proofread a passage correcting 14 errors involving common, proper, and possessive nouns, singular and plural nouns with matching verbs, and use of verbs to convey a sense of past, present, and future. This passage covers Common Core Concepts 1.1b, 1.1c, and 1.1e. This version of the passage contains hints.",_L8eLnQmjNe-sItrBCQHLw,"""body""=>""--- \""A long time ago, there {-(was / were)+were|18} no stories in the world. Teachers
  {-(did / do)+did|15} not have any books to read to their {-(students, / student’s,)+students,|10}
  and parents {-(do / did)+did|15} not have any tales to tell their children before
  they went to bed at night. The sky god, Nyame, owned all the stories. Anansi decided
  that he would steal the stories from Nyame and bring them down to Earth. Nyame demanded
  that {-(Anansi / anansi)+Anansi|11} trade Python, Leopard, and a nest of hornets
  for her stories. Anansi set off on his mission. \\r\\n\\r\\nFirst he met Python. He
  teased Python by saying, “You’re not even as long as a branch in the tree where
  you live!” Python got angry and decided to stretch out along a tree branch to prove
  Anansi wrong. Once {-(Python / python)+Python|11} was {-(stretch / stretching)+stretching|18}
  on the branch, Anansi tied him to it and took him to Nyame.\\r\\n\\r\\nAnansi ventured
  into the forest. To catch Leopard, Anansi {-(dug / will dig)+dug|18} a deep hole
  in the ground. When Leopard fell in the hole, Anansi offered to help him out with
  his spider webs. Leopard {-(agrees. / agreed.)+agreed.|15} When Leopard got out
  of the hole, he was tangled in Anansi’s webs and couldn’t get out. Anansi took him
  to Nyame.\\r\\n\\r\\nAnansi {-(finds / found)+found|18} a way to catch the hornets.
  He prepared an empty container, and filled it with water. He poured the water over
  the hornet’s nest and called out, “It’s raining! I have a dry container for you!”
  The hornets quickly {-(flew / fly)+flew|18} into his container and he {-(Sealed
  / sealed) +sealed|10} the opening. Then he took the hornets to Nyame.\\r\\n\\r\\nWhen
  Anansi {-(present / presented)+presented|18} Nyame with Python, Leopard, and the
  nest of hornets, she {-(rewarded / reward)+rewarded|18} him by making him the god
  of all stories. \\r\\n\""
"", ""instructions""=>""--- Find all 14 errors. Make sure to delete the parentheses after fixing each one.
...
""",1,57,2014-08-25 19:47:50.725496,2014-09-05 17:57:52.088935,{production}
202,Passage Proofreading: 3. Anansi Becomes the God of Stories (Mythology),"Proofread a passage correcting 13 errors involving conjunctions, determiners, and frequently occurring prepositions.This passage covers Common Core concepts 1.1g, 1.1h, and 1.1i. This version of the passage contains hints. 
",MS8jqsC9nObkhJDTfe0VEQ,"""body""=>""--- \""{-(A / An)+A|27} long time ago, there were no stories in the world. Teachers
  did not have any books to read to their students, {-(but / and)+and|21} parents
  did not have any tales to tell their children before they went to bed at night.
  The sky god, Nyame, owned all the stories. Anansi decided that he would steal the
  stories from Nyame and bring them down to Earth. Nyame said, “I demand that you
  bring me Python, Leopard, and a nest of hornets. If you do this, I will be happy,
  {-(so / but)+so|22} I will give you my stories.” Anansi set off on his mission.
  \\r\\n\\r\\nFirst he met Python {-(in / at)+in|37} the morning. He teased Python by
  saying, “You’re not even as long as the branch in the tree where you live!” Python
  got angry and decided to stretch out on {-(those / the)+the|30} tree branch to prove
  Anansi wrong, {-(or / but)+but|22} Anansi was clever. Once Python was lying on the
  branch, Anansi tied him to it and took him to Nyame.\\r\\n\\r\\nTo catch Leopard, Anansi
  dug a deep hole {-(in / at)+in|38} the ground {-(in / on)+in|37} the afternoon.
  When Leopard fell in the hole, Anansi offered to help him out with his spider webs.
  Leopard agreed. When Leopard got out of the hole, he was tangled in Anansi’s webs
  and couldn’t get out. Anansi took him to Nyame.\\r\\n\\r\\nAnansi created a clever plan
  to catch the hornets {-(on / at)+on|30} the following day. He prepared {-(an / a)+an|28}
  empty container and filled it with water. He poured the water {-(at / in)+in|40}
  the hornets’ nest and called out, “It’s raining! I have a dry container for you!”
  {-(These / The)+The|30} hornets quickly flew into the container and Anansi sealed
  the opening. Then he took the hornets to Nyame.\\r\\n\\r\\nFinally, Anansi presented
  Nyame with Python, Leopard, and the nest of hornets, {-(or / and)+and|21} she rewarded
  him by making him the god of all stories. \\r\\n\\r\\n\\r\\n\""
"", ""instructions""=>""--- Find and correct all 13 errors. Make sure to delete the parentheses.
...
""",1,57,2014-08-26 16:12:50.998667,2014-09-05 14:14:43.530657,{production}
203,Passage Proofreading: 1. Anansi Becomes the God of Stories (Mythology),"Proofread a passage correcting eight errors in capitalization of dates and names, as well as commas in dates and lists. This passage covers Common Core concepts 1.2a and 1.2c. This version of the passage contains hints.",E0COBlHa6wFi0fiSdmN8bg,"""body""=>""--- \""A long time ago, there were no stories in the world. Teachers did not have any
  books to read to their students, and parents did not have any tales to tell their
  children before they went to bed at night. The sky god, Nyame, owned all the stories.
  Anansi decided that he would steal the stories from {-(nyame / Nyame)+Nyame|43}
  and bring them down to Earth. Nyame said, “I demand that you bring me {-(Python,
  Leopard, and a nest of hornets, / Python Leopard and a nest of hornets,)+Python,
  Leopard, and a nest of hornets,|46} or I will not give you my stories.” Anansi set
  off on his mission. \\r\\n\\r\\nFirst he met Python on the morning of {-(august 5, 1213.
  / August 5, 1213.)+August 5, 1213.|45} He teased Python by saying, “You’re not even
  as long as a branch in the tree where you live!” Python got angry and decided to
  stretch out on a tree branch to prove Anansi wrong, but Anansi was clever. Once
  Python was lying on the branch, Anansi tied him to it and took him to {-(Nyame.
  / nyame.)+Nyame.|43}\\r\\n\\r\\nTo catch Leopard, {-(anansi / Anansi)+Anansi|43} dug
  a deep hole in the ground in the afternoon. When Leopard fell in the hole, Anansi
  offered to help him out with his spider webs. Leopard agreed. When Leopard got out
  of the hole, he was tangled in Anansi’s webs and couldn’t get out. Anansi took him
  to Nyame.\\r\\n\\r\\nAnansi created a clever plan to catch the hornets on the following
  day. He prepared an empty container and filled it with water. He poured the water
  on the hornets’ nest and called out, “It’s raining! I have a dry container for you!”
  The hornets quickly flew into that container and Anansi sealed the opening. Then
  he took the hornets to {-(Nyame. / nyame.)+Nyame.|43}\\r\\n\\r\\nFinally, Anansi presented
  Nyame with {-(Python Leopard and the nest of hornets, / Python, Leopard, and the
  nest of hornets,)+Python, Leopard, and the nest of hornets,|46} on {-(august 6 1213
  / August 6, 1213) +August 6, 1213|42} so she rewarded him by making him the god
  of all stories. \""
"", ""instructions""=>""--- Find and correct all 8 errors.
...
""",1,57,2014-08-26 16:21:10.859208,2014-09-05 14:12:47.134194,{production}
13,Passage Proofreading: A Little Stranger on the Road (Fiction),Proofread a passage with eleven incorrect determiners and articles.,R4LLUDAwWtIrqSWZc1BnTw,"""body""=>""--- \""One day, {+a-(a / an)|27} girl was walking home from school when she saw {+an-(an
  / a)|28} energetic little man jumping in and out of some bushes. She stopped for
  a minute and watched him jump around.\\r\\n\\r\\n{+The-(The / A)|30} girl wandered over
  to him to get a closer look. Suddenly, the little man jumped in front of her and
  said, “Are you {+a-(a / an)|27} little girl, or are you the little girl?” Surprised,
  she answered, “Well, I think I'm just {+an-(an / a)|28} average girl.” The little
  man grinned and said, “I'm not sure about that. What do you think of {+these?\\\""-(those
  / these)?\\\""|33} He then pulled three seashells from his pocket.\\r\\n\\r\\nThe shells
  began to glow in his hands. “What are {+those?-(those? / these?)|33}” asked the
  little girl. The little man replied, “{+These-(These / Those)|33} shells I have
  are magic, and anyone who goes near them can use magic powers.”\\r\\n\\r\\nThe little
  man saw her confused look and continued, “Here take {+this-(that / this)|32} for
  now,\\\"" and handed her {+a-(an / a)|27} shell. {+That-(That / This)|32} shell you
  have will answer you if you ask it the right question. If it whispers to you before
  you go to bed tonight you will know that you are not just a little girl, but the
  little girl.” And with that, the little man disappeared.\""
"", ""instructions""=>""--- Rewrite the following story by choosing the correct word from inside the parentheses.<br><br>  Remember
  to delete the parentheses before clicking the submit button.
...
""",1,17,2013-09-16 20:13:44.623135,2014-09-09 18:42:17.573345,{production}
213,10/6,test,2-M_CbYt_0oqa_7_R8NRaQ,"""body""=>""--- asdfd {+12-33|44}.
...
"", ""instructions""=>""--- test
...
""",1,19,2014-10-06 18:59:02.121081,2014-10-08 19:23:38.653304,{archived}
31,Passage Proofreading: The First Space Walk (History),Proofread a passage using relative pronouns.,Me9PsV5UVHb-vuaa3ht6hg,"""body""=>""--- \""In 1965, there were two Soviet astronauts, Pavel Belyayev and Alexey Leonov,
  {+who-(who / whose)|107} were part of the first mission to send men outside of their
  ships. The man {+whom-(who / whom)|109} the Soviets chose to go into space was Alexey
  Leonov. The ship they were flying was one of the new rockets {+that-(who / that)|110}
  had an inflatable airlock built in.  \\r\\n\\r\\nThe airlock, {+which-(which / whom)|108}
  Soviet scientists had only developed nine months earlier, worked well in space.
  Unfortunately, the suit {+that-(who / that)|110} Leonov was wearing did not work
  as well. While he was outside in space Leonov's suit started to inflate. {+When-(Where
  / When)|112} he returned to his ship, his suit was so swollen that he could not
  reach the spot {+where-(where / when)|111} the door handle was.  \\r\\n\\r\\nLeonov,
  {+who-(who / whose)|107} knew he had to think quickly, decided to release some of
  the pressure out of his suit into space. Despite the danger, Leonov, {+whose-(who
  / whose)|106} suit finally deflated, was able to squeeze back into his ship. Alexey
  Leonov, {+who-(who / that)|107} spent only twelve minutes out in space, became the
  first man to exit and re-enter a spaceship. The crew safely returned to Earth, and
  both Leonov and Belyayev became heroes.\""
"", ""instructions""=>""--- Rewrite the following paragraph by choosing the correct relative pronoun or adverb
  from the parentheses.<br><br>  Remember to delete the parentheses before clicking
  the submit button.
...
""",1,27,2013-09-23 22:09:40.586163,2014-09-10 17:42:26.476265,{production}
67,Passage Proofreading: Ernest Shackleton Escapes the Antarctic (History),Proofread a passage correcting any confused words.,MJCtkml_69W2Dav79v4r9Q,"""body""=>""--- \""In 1914, Ernest Shackleton and his crew set {+off-of|128} to explore
  the Antarctic Circle.  As Shackleton's ship sailed closer to the Antarctic Circle,
  it began to {+lose-loose|130} speed.  Shackleton realized the sea water
  was freezing and his ship was going to get stuck!  Shackleton tried everything he
  could think of, but he could not shake his ship {+loose-lose|130} from
  the ice in time to escape. \\r\\n\\r\\nIn April of 1915, Shackleton decided {+it's-its|127} better to abandon a doomed ship {+than-then|129} to try to
  save it.  He ordered the crew to take all of {+their-there|132} supplies
  {+off-of|128} the ship.  The crew {+then-than|129} took the three
  lifeboats and sailed for the closest piece of land. \\r\\n\\r\\nShackleton's crew made
  it {+to-too|126} a nearby island named Elephant Island.  Shackleton told
  his crew to stay {+there-they're|132} and wait for him to come back and
  rescue them.  He said, {+\\\""You're-\\\""Your|131} going to have to survive
  here by yourselves until I come back with help.”  Shackleton then set {+off-of
  |128} to find help.  \\r\\n\\r\\nShackleton sailed off in his lifeboat looking
  for help.  When he finally found other people, he asked them to help him save his
  crew {+too.-to.|126}  It took Shackleton three tries to make it back to
  his crew, but he never gave up.  He finally managed to get back to Elephant Island
  and save his crew.  Amazingly, every member of Ernest Shackleton's crew survived
  the adventure.\\r\\n\\r\\n\""
"", ""instructions""=>""--- <br>Proofread the passage below, making sure that all the commonly confused words
  are spelled correctly.<br><br>
...
""",1,46,2013-10-21 03:28:37.357468,2014-09-10 19:25:16.968517,{production}
111,"Sentence Writing: Their, They're, There","Write twelve sentences using their, they're, and there.",rwSTz7k4JpTOrCun1PlBuA,"""rule_position""=>""---
- - '274'
  - '2'
- - '276'
  - '2'
- - '277'
  - '2'
- - '275'
  - '6'
""",2,46,2014-04-19 15:42:20.45018,2014-09-23 22:45:11.673824,{production}
